index,voltage
731,1.65438
732,1.65250
733,1.64850
734,1.64988
735,1.64288
736,1.65175
737,1.65038
738,1.65238
739,1.65088
740,1.64663
741,1.64875
742,1.65388
743,1.64938
744,1.65163
745,1.65625
746,1.64088
747,1.64450
748,1.64375
749,1.64900
750,1.64538
751,1.65288
752,1.64788
753,1.64238
754,1.64438
755,1.65263
756,1.65375
757,1.65475
758,1.64638
759,1.65025
760,1.64625
761,1.64675
762,1.64513
763,1.65175
764,1.65050
765,1.64613
766,1.64850
767,1.65350
768,1.64963
769,1.64825
770,1.64650
771,1.65438
772,1.64750
773,1.63913
774,1.64538
775,1.65575
776,1.65550
777,1.65288
778,1.64800
779,1.65525
780,1.65875
781,1.64750
782,1.64288
783,1.65738
784,1.64275
785,1.65275
786,1.65075
787,1.65688
788,1.64063
789,1.65238
790,1.64975
791,1.64750
792,1.65613
793,1.64700
794,1.65638
795,1.65125
796,1.64488
797,1.65263
798,1.64988
799,1.64863
800,1.64888
801,1.65375
802,1.65300
803,1.65113
804,1.64113
805,1.65488
806,1.64413
807,1.64825
808,1.65125
809,1.64650
810,1.65563
811,1.64438
812,1.65213
813,1.65213
814,1.63825
815,1.64638
816,1.65675
817,1.65513
818,1.64450
819,1.64600
820,1.65325
821,1.65050
822,1.64325
823,1.65338
824,1.65313
825,1.64913
826,1.64450
827,1.64788
828,1.65488
829,1.65013
830,1.64363
831,1.66363
832,1.64513
833,1.64888
834,1.64650
835,1.64675
836,1.65725
837,1.64363
838,1.65000
839,1.65488
840,1.64775
841,1.64538
842,1.64525
843,1.65450
844,1.65288
845,1.64813
846,1.64775
847,1.65950
848,1.64088
849,1.64313
850,1.65513
851,1.64625
852,1.64875
853,1.64875
854,1.64925
855,1.65125
856,1.64725
857,1.64763
858,1.65613
859,1.64850
860,1.64188
861,1.65063
862,1.65588
863,1.64650
864,1.65425
865,1.65100
866,1.65250
867,1.63425
868,1.65350
869,1.65663
870,1.64675
871,1.64625
872,1.65450
873,1.65213
874,1.64975
875,1.64538
876,1.65013
877,1.65000
878,1.64800
879,1.64750
880,1.64463
881,1.65138
882,1.64313
883,1.64913
884,1.65663
885,1.64850
886,1.64188
887,1.64400
888,1.66438
889,1.64700
890,1.63838
891,1.65650
892,1.65388
893,1.64663
894,1.65488
895,1.64738
896,1.65800
897,1.64113
898,1.65163
899,1.65338
900,1.64525
901,1.65213
902,1.65088
903,1.64938
904,1.65550
905,1.63988
906,1.65238
907,1.65088
908,1.64713
909,1.65338
910,1.64138
911,1.65775
912,1.64013
913,1.65400
914,1.65213
915,1.65150
916,1.64663
917,1.63363
918,1.66300
919,1.64650
920,1.64875
921,1.65550
922,1.65350
923,1.65838
924,1.61513
925,1.66575
926,1.66713
927,1.62250
928,1.65863
929,1.64088
930,1.65438
931,1.65350
932,1.63013
933,1.67513
934,1.64688
935,1.62988
936,1.66000
937,1.63925
938,1.63413
939,1.65488
940,1.65288
941,1.64000
942,1.65088
943,1.64713
944,1.65013
945,1.66563
946,1.64088
947,1.64663
948,1.65325
949,1.64513
950,1.64913
951,1.64238
952,1.65325
953,1.64550
954,1.64888
955,1.65075
956,1.64238
957,1.64513
958,1.64425
959,1.65475
960,1.65400
961,1.65363
962,1.64213
963,1.64888
964,1.63388
965,1.64988
966,1.63063
967,1.64763
968,1.62575
969,1.64225
970,1.65063
971,1.64288
972,1.64075
973,1.65788
974,1.66100
975,1.65213
976,1.65438
977,1.63188
978,1.65838
979,1.65925
980,1.65413
981,1.65088
982,1.64938
983,1.64138
984,1.65363
985,1.64675
986,1.65138
987,1.64825
988,1.64138
989,1.66113
990,1.64800
991,1.62888
992,1.65675
993,1.64775
994,1.65625
995,1.65038
996,1.65050
997,1.66213
998,1.64988
999,1.64213
1000,1.65425
1001,1.64913
1002,1.65725
1003,1.65138
1004,1.65038
1005,1.65363
1006,1.63813
1007,1.64663
1008,1.65775
1009,1.64800
1010,1.64725
1011,1.65313
1012,1.65063
1013,1.65463
1014,1.64075
1015,1.65450
1016,1.63775
1017,1.64738
1018,1.65375
1019,1.64163
1020,1.65700
1021,1.65975
1022,1.63250
1023,1.65738
1024,1.64513
1025,1.64463
1026,1.65900
1027,1.65613
1028,1.65675
1029,1.64625
1030,1.65125
1031,1.65088
1032,1.64225
1033,1.65188
1034,1.64738
1035,1.65400
1036,1.64400
1037,1.65513
1038,1.64875
1039,1.65050
1040,1.64125
1041,1.64813
1042,1.65925
1043,1.64150
1044,1.65113
1045,1.65475
1046,1.64938
1047,1.64863
1048,1.65400
1049,1.65063
1050,1.64975
1051,1.64413
1052,1.65963
1053,1.65325
1054,1.65113
1055,1.65213
1056,1.65138
1057,1.65000
1058,1.65075
1059,1.65325
1060,1.65225
1061,1.64888
1062,1.64675
1063,1.64925
1064,1.64975
1065,1.65025
1066,1.65350
1067,1.65113
1068,1.65238
1069,1.64888
1070,1.64875
1071,1.65050
1072,1.65450
1073,1.65375
1074,1.65563
1075,1.64913
1076,1.65238
1077,1.64850
1078,1.64613
1079,1.65188
1080,1.65500
1081,1.64525
1082,1.64613
1083,1.64900
1084,1.64875
1085,1.64438
1086,1.64838
1087,1.64988
1088,1.65000
1089,1.64550
1090,1.65138
1091,1.64513
1092,1.65013
1093,1.64663
1094,1.64825
1095,1.65338
1096,1.64113
1097,1.64675
1098,1.65788
1099,1.65013
1100,1.64075
1101,1.64875
1102,1.64800
1103,1.65300
1104,1.64788
1105,1.65275
1106,1.65575
1107,1.64463
1108,1.64538
1109,1.65200
1110,1.65613
1111,1.64488
1112,1.64325
1113,1.65450
1114,1.64925
1115,1.64400
1116,1.64463
1117,1.65525
1118,1.64975
1119,1.64413
1120,1.65038
1121,1.65338
1122,1.64775
1123,1.64188
1124,1.65175
1125,1.65388
1126,1.64700
1127,1.65613
1128,1.64725
1129,1.65063
1130,1.64575
1131,1.64825
1132,1.65375
1133,1.65050
1134,1.63863
1135,1.65625
1136,1.64338
1137,1.64325
1138,1.64788
1139,1.64750
1140,1.65175
1141,1.64900
1142,1.65488
1143,1.65850
1144,1.64888
1145,1.62950
1146,1.65888
1147,1.64700
1148,1.65338
1149,1.65600
1150,1.64663
1151,1.64900
1152,1.65525
1153,1.65463
1154,1.65888
1155,1.63550
1156,1.65950
1157,1.64913
1158,1.64463
1159,1.63688
1160,1.64313
1161,1.65050
1162,1.65663
1163,1.64413
1164,1.63313
1165,1.65450
1166,1.64013
1167,1.65275
1168,1.64763
1169,1.66088
1170,1.66150
1171,1.64288
1172,1.64788
1173,1.64763
1174,1.65713
1175,1.64163
1176,1.64813
1177,1.65613
1178,1.64263
1179,1.65113
1180,1.64863
1181,1.64763
1182,1.64425
1183,1.63488
1184,1.65288
1185,1.64950
1186,1.64950
1187,1.63350
1188,1.63600
1189,1.67075
1190,1.64950
1191,1.64138
1192,1.64263
1193,1.65550
1194,1.64900
1195,1.64463
1196,1.64800
1197,1.65463
1198,1.64350
1199,1.65663
1200,1.65838
1201,1.64663
1202,1.65950
1203,1.64825
1204,1.64588
1205,1.64600
1206,1.62838
1207,1.65588
1208,1.64775
1209,1.64425
1210,1.64475
1211,1.65350
1212,1.63963
1213,1.65500
1214,1.64325
1215,1.65025
1216,1.65625
1217,1.64475
1218,1.65825
1219,1.64675
1220,1.64863
1221,1.63775
1222,1.64713
1223,1.64675
1224,1.65213
1225,1.60975
1226,1.65288
1227,1.64025
1228,1.64000
1229,1.64838
1230,1.63550
1231,1.65563
1232,1.64763
1233,1.64950
1234,1.64238
1235,1.63625
1236,1.64938
1237,1.66075
1238,1.64450
1239,1.64863
1240,1.64788
1241,1.65888
1242,1.65063
1243,1.64525
1244,1.64725
1245,1.64800
1246,1.64775
1247,1.64988
1248,1.65700
1249,1.64225
1250,1.63913
1251,1.64613
1252,1.64900
1253,1.65650
1254,1.64113
1255,1.64988
1256,1.65525
1257,1.63950
1258,1.64338
1259,1.65113
1260,1.65475
1261,1.64350
1262,1.64563
1263,1.64925
1264,1.64838
1265,1.64788
1266,1.64725
1267,1.66075
1268,1.64613
1269,1.64950
1270,1.65063
1271,1.65175
1272,1.65063
1273,1.64188
1274,1.65100
1275,1.65638
1276,1.63950
1277,1.65338
1278,1.65888
1279,1.65763
1280,1.64975
1281,1.64538
1282,1.65088
1283,1.65938
1284,1.64775
1285,1.65488
1286,1.65450
1287,1.64475
1288,1.64600
1289,1.65000
1290,1.64938
1291,1.64838
1292,1.64350
1293,1.64575
1294,1.65350
1295,1.64150
1296,1.64463
1297,1.65300
1298,1.64913
1299,1.66013
1300,1.64863
1301,1.65550
1302,1.64938
1303,1.64238
1304,1.64388
1305,1.64875
1306,1.64250
1307,1.64738
1308,1.65175
1309,1.64638
1310,1.64750
1311,1.64975
1312,1.65138
1313,1.65688
1314,1.64788
1315,1.65675
1316,1.66013
1317,1.64475
1318,1.64588
1319,1.65950
1320,1.63588
1321,1.65775
1322,1.64950
1323,1.64538
1324,1.65825
1325,1.64675
1326,1.64838
1327,1.65213
1328,1.64688
1329,1.65300
1330,1.64325
1331,1.65713
1332,1.65450
1333,1.64988
1334,1.64988
1335,1.65825
1336,1.65475
1337,1.64963
1338,1.65288
1339,1.65250
1340,1.64363
1341,1.64713
1342,1.65338
1343,1.64963
1344,1.64363
1345,1.64975
1346,1.65475
1347,1.65038
1348,1.64063
1349,1.64975
1350,1.65813
1351,1.65288
1352,1.63650
1353,1.64688
1354,1.65650
1355,1.64013
1356,1.64750
1357,1.64750
1358,1.65088
1359,1.64225
1360,1.63775
1361,1.64775
1362,1.65025
1363,1.64813
1364,1.66025
1365,1.65225
1366,1.64900
1367,1.64250
1368,1.64463
1369,1.65625
1370,1.65563
1371,1.64638
1372,1.64238
1373,1.65050
1374,1.64213
1375,1.64938
1376,1.64525
1377,1.64975
1378,1.64675
1379,1.65713
1380,1.65013
1381,1.64875
1382,1.65025
1383,1.64388
1384,1.65825
1385,1.64875
1386,1.65050
1387,1.64000
1388,1.65663
1389,1.64613
1390,1.65550
1391,1.65275
1392,1.65388
1393,1.64588
1394,1.65050
1395,1.66188
1396,1.64775
1397,1.63875
1398,1.64263
1399,1.64763
1400,1.64650
1401,1.64975
1402,1.65800
1403,1.64738
1404,1.63650
1405,1.64150
1406,1.66125
1407,1.65175
1408,1.64463
1409,1.64850
1410,1.65163
1411,1.64550
1412,1.63838
1413,1.65213
1414,1.65650
1415,1.64538
1416,1.64288
1417,1.66138
1418,3.28963
1419,2.61938
1420,0.00650
1421,0.02025
1422,3.15100
1423,0.85825
1424,1.03700
1425,2.13838
1426,1.72388
1427,1.17713
1428,1.83888
1429,2.50725
1430,1.57288
1431,0.97738
1432,1.81763
1433,2.09700
1434,1.36238
1435,1.21900
1436,2.27025
1437,1.80050
1438,0.88925
1439,1.45000
1440,2.62013
1441,1.83263
1442,0.97013
1443,1.62300
1444,2.29338
1445,1.26800
1446,0.16275
1447,1.75588
1448,2.74750
1449,0.02425
1450,0.04900
1451,3.26725
1452,2.32600
1453,0.00663
1454,0.45875
1455,3.28925
1456,2.43975
1457,0.00650
1458,1.28950
1459,3.28950
1460,1.96525
1461,0.00625
1462,1.34063
1463,3.28950
1464,0.17600
1465,0.00625
1466,3.16988
1467,2.99650
1468,0.07463
1469,0.49650
1470,3.28938
1471,2.81850
1472,0.00650
1473,1.52600
1474,3.28225
1475,1.90113
1476,1.30025
1477,1.70438
1478,1.69438
1479,1.64175
1480,1.69638
1481,1.70650
1482,1.63888
1483,1.61438
1484,1.68363
1485,1.67150
1486,1.62838
1487,1.61025
1488,1.66975
1489,1.65575
1490,1.64550
1491,1.65788
1492,1.67350
1493,1.64838
1494,1.61000
1495,1.68750
1496,1.69213
1497,1.60775
1498,1.59525
1499,1.69800
1500,1.70938
1501,1.63588
1502,1.58913
1503,1.69800
1504,1.67763
1505,1.62075
1506,1.61950
1507,1.69263
1508,1.59525
1509,1.47550
1510,1.70363
1511,1.80475
1512,1.55100
1513,1.58088
1514,1.73825
1515,1.72125
1516,1.58200
1517,1.59163
1518,1.66825
1519,1.67350
1520,1.65250
1521,1.69350
1522,1.76550
1523,1.61363
1524,1.48388
1525,1.69988
1526,1.85288
1527,1.57588
1528,1.50788
1529,1.70888
1530,1.77788
1531,1.56988
1532,1.55438
1533,1.69638
1534,1.72138
1535,1.58825
1536,1.73713
1537,1.77988
1538,1.68975
1539,1.58650
1540,1.64763
1541,1.64113
1542,1.69675
1543,1.47663
1544,1.73250
1545,1.82325
1546,1.45250
1547,1.46975
1548,0.00625
1549,2.74850
1550,3.28988
1551,0.42738
1552,0.00638
1553,3.28950
1554,3.28963
1555,0.00638
1556,0.14125
1557,3.28975
1558,3.12763
1559,0.00638
1560,0.70838
1561,3.28963
1562,0.00638
1563,0.00625
1564,3.28963
1565,3.28975
1566,0.00650
1567,0.00613
1568,3.28963
1569,3.28963
1570,0.00650
1571,1.26725
1572,3.28975
1573,3.14850
1574,0.19338
1575,2.91813
1576,3.29013
1577,0.58338
1578,0.81613
1579,3.28975
1580,3.29013
1581,0.07263
1582,0.59588
1583,2.34863
1584,1.65488
1585,0.72275
1586,1.38025
1587,1.98213
1588,1.49263
1589,1.30650
1590,1.51275
1591,1.73688
1592,1.50613
1593,1.49250
1594,1.59600
1595,1.60563
1596,1.61513
1597,1.64450
1598,1.61688
1599,1.60838
1600,1.66175
1601,1.65400
1602,1.60700
1603,1.62263
1604,1.65575
1605,1.66050
1606,1.62488
1607,1.61850
1608,1.67413
1609,1.63475
1610,1.61100
1611,1.65263
1612,1.64863
1613,1.62988
1614,1.63463
1615,1.65988
1616,1.64925
1617,1.62275
1618,1.62375
1619,1.64675
1620,1.65225
1621,1.61400
1622,1.63975
1623,1.66350
1624,1.62050
1625,1.64300
1626,1.64963
1627,1.63850
1628,1.63725
1629,1.63200
1630,1.65050
1631,1.64000
1632,1.62613
1633,1.64063
1634,1.65450
1635,1.63288
1636,1.62938
1637,1.63450
1638,1.65175
1639,1.62500
1640,1.64025
1641,1.65900
1642,1.64813
1643,1.62600
1644,1.62950
1645,1.65013
1646,1.64163
1647,1.63088
1648,1.64663
1649,1.66613
1650,1.65000
1651,1.61838
1652,1.63788
1653,1.68938
1654,1.65513
1655,1.62388
1656,1.66000
1657,1.67750
1658,1.62863
1659,1.61963
1660,1.67338
1661,1.67325
1662,1.61263
1663,1.62400
1664,1.69463
1665,1.67913
1666,1.61213
1667,1.62775
1668,1.68363
1669,1.65388
1670,1.61125
1671,1.68563
1672,1.67125
1673,1.58363
1674,1.63963
1675,1.71363
1676,1.66613
1677,1.57725
1678,1.64413
1679,1.68788
1680,1.66938
1681,1.60838
1682,1.73150
1683,1.67938
1684,1.57075
1685,1.62613
1686,1.71200
1687,1.66563
1688,1.56825
1689,1.47238
1690,1.95925
1691,1.44763
1692,1.35975
1693,1.74688
1694,1.67325
1695,1.89088
1696,2.00700
1697,1.95988
1698,1.64988
1699,2.01075
1700,0.74450
1701,1.80013
1702,1.58775
1703,1.57688
1704,1.46325
1705,1.78413
1706,2.05600
1707,1.78713
1708,1.92263
1709,2.13475
1710,1.88400
1711,0.58525
1712,1.65125
1713,1.04200
1714,1.74613
1715,1.86513
1716,1.87013
1717,1.94213
1718,0.72388
1719,1.54000
1720,1.98288
1721,1.98488
1722,1.79650
1723,1.40913
1724,1.55200
1725,1.54825
1726,1.58863
1727,1.68238
1728,1.73263
1729,1.60613
1730,1.60463
1731,1.72525
1732,1.65363
1733,1.57363
1734,1.64488
1735,1.74325
1736,1.66463
1737,1.58250
1738,1.63263
1739,1.68738
1740,1.67050
1741,1.60038
1742,1.66975
1743,1.70350
1744,1.61413
1745,1.62463
1746,1.68613
1747,1.66763
1748,1.83525
1749,1.47900
1750,1.71550
1751,1.20975
1752,1.43425
1753,1.78088
1754,2.05725
1755,1.92225
1756,2.09050
1757,1.83088
1758,1.24175
1759,2.14400
1760,1.44225
1761,1.55000
1762,1.86150
1763,1.86525
1764,1.81413
1765,1.29200
1766,2.11488
1767,1.53125
1768,1.55738
1769,1.94575
1770,2.10013
1771,1.82450
1772,0.50800
1773,1.89163
1774,1.79163
1775,1.97488
1776,1.94038
1777,0.73125
1778,1.49863
1779,1.93150
1780,1.56450
1781,1.81663
1782,1.45138
1783,1.52013
1784,1.83213
1785,0.79325
1786,1.49138
1787,1.76050
1788,1.44525
1789,1.67125
1790,1.71350
1791,1.75713
1792,1.64550
1793,1.65925
1794,1.71000
1795,1.76575
1796,1.68013
1797,1.60900
1798,1.64113
1799,1.68875
1800,1.59713
1801,1.62450
1802,1.71225
1803,1.66975
1804,1.59300
1805,1.62875
1806,1.69800
1807,1.66563
1808,1.58375
1809,1.63925
1810,1.71038
1811,1.68263
1812,1.60375
1813,1.62088
1814,1.69863
1815,1.66538
1816,1.59813
1817,1.72463
1818,1.86425
1819,1.69888
1820,1.53688
1821,1.86625
1822,1.78800
1823,1.93200
1824,1.59825
1825,0.85850
1826,1.78513
1827,1.79163
1828,1.92850
1829,1.83813
1830,0.79888
1831,1.60400
1832,1.98188
1833,1.61663
1834,1.81350
1835,1.15975
1836,2.01562
1837,1.96088
1838,2.08613
1839,1.58563
1840,1.70038
1841,1.82588
1842,1.73825
1843,1.17525
1844,1.77138
1845,1.77100
1846,0.83138
1847,1.89300
1848,1.89713
1849,1.25100
1850,1.69225
1851,1.79463
1852,1.39875
1853,1.77163
1854,1.61575
1855,1.55700
1856,1.74238
1857,1.68738
1858,1.64375
1859,1.54038
1860,1.74613
1861,1.64813
1862,1.59300
1863,1.69363
1864,1.57650
1865,1.67713
1866,1.62300
1867,1.65175
1868,1.69863
1869,1.62838
1870,1.63738
1871,1.68838
