index,voltage
1872,1.68250
1873,1.62113
1874,1.63938
1875,1.69175
1876,1.66750
1877,1.61100
1878,1.64613
1879,1.68688
1880,1.67563
1881,1.60225
1882,1.64175
1883,1.69088
1884,1.65488
1885,1.62038
1886,1.64700
1887,1.70313
1888,1.65625
1889,1.62775
1890,1.61800
1891,1.68188
1892,1.67125
1893,1.63075
1894,1.68750
1895,1.67800
1896,1.61100
1897,1.62500
1898,1.67000
1899,1.67238
1900,1.62563
1901,1.63350
1902,1.68675
1903,1.65800
1904,1.62350
1905,1.69175
1906,1.42500
1907,1.72413
1908,1.74738
1909,1.42025
1910,1.84175
1911,1.36463
1912,1.81975
1913,1.74100
1914,1.29538
1915,1.78600
1916,1.72213
1917,2.04650
1918,1.69713
1919,1.72025
1920,1.72688
1921,1.69113
1922,1.00150
1923,1.57588
1924,1.83238
1925,1.66600
1926,1.81875
1927,1.63950
1928,1.72838
1929,1.75888
1930,1.18300
1931,1.62975
1932,1.75713
1933,1.53250
1934,1.82000
1935,1.79525
1936,1.01425
1937,1.81825
1938,1.73150
1939,1.92250
1940,1.68863
1941,1.82150
1942,1.73600
1943,1.68775
1944,1.74988
1945,1.92050
1946,1.63300
1947,1.66663
1948,1.54113
1949,1.76950
1950,1.63850
1951,1.64450
1952,1.60063
1953,1.70063
1954,1.62325
1955,1.65738
1956,1.68663
1957,1.65925
1958,1.62513
1959,1.64475
1960,1.70275
1961,1.67438
1962,1.60388
1963,1.65025
1964,1.68913
1965,1.66063
1966,1.60325
1967,1.64063
1968,1.70625
1969,1.65563
1970,1.63413
1971,1.65488
1972,1.67438
1973,1.66113
1974,1.64175
1975,1.69425
1976,1.68650
1977,1.61550
1978,1.65075
1979,1.68513
1980,1.65788
1981,1.62188
1982,1.63750
1983,1.70213
1984,1.67088
1985,1.59963
1986,1.64338
1987,1.69700
1988,1.66388
1989,1.61175
1990,1.64213
1991,1.70425
1992,1.65825
1993,1.61450
1994,1.65400
1995,1.68025
1996,1.66575
1997,1.63300
1998,1.65075
1999,1.68025
2000,1.65613
2001,1.62150
2002,1.67325
2003,1.72763
2004,1.49250
2005,1.68613
2006,1.74875
2007,0.96388
2008,1.82975
2009,1.85325
2010,1.70938
2011,1.69938
2012,1.41400
2013,1.76825
2014,1.80825
2015,1.09925
2016,1.81175
2017,1.86088
2018,2.00063
2019,1.74950
2020,1.34038
2021,1.86588
2022,1.80263
2023,1.53800
2024,1.71388
2025,1.85288
2026,2.03113
2027,1.73588
2028,1.39588
2029,1.80788
2030,1.80063
2031,1.39563
2032,1.82450
2033,1.84088
2034,1.06388
2035,1.59338
2036,1.79513
2037,1.08800
2038,1.89200
2039,1.77213
2040,1.70625
2041,1.74113
2042,1.79325
2043,1.17850
2044,1.64988
2045,1.79863
2046,1.36350
2047,1.69813
2048,1.74363
2049,1.53325
2050,1.61738
2051,1.66663
2052,1.73413
2053,1.69688
2054,1.63700
2055,1.66125
2056,1.67700
2057,1.65900
2058,1.60963
2059,1.64763
2060,1.70363
2061,1.67600
2062,1.61288
2063,1.66150
2064,1.69713
2065,1.67038
2066,1.61663
2067,1.64963
2068,1.68663
2069,1.66375
2070,1.63325
2071,1.63850
2072,1.68775
2073,1.62925
2074,1.63700
2075,1.68613
2076,1.68063
2077,1.61988
2078,1.63888
2079,1.69688
2080,1.66200
2081,1.62350
2082,1.65650
2083,1.69825
2084,1.66363
2085,1.60688
2086,1.65325
2087,1.69588
2088,1.67125
2089,1.61250
2090,1.66313
2091,1.68238
2092,1.66325
2093,1.73263
2094,1.60625
2095,1.79963
2096,1.64513
2097,1.67475
2098,1.62650
2099,1.61750
2100,1.58463
2101,1.31863
2102,1.87100
2103,1.84300
2104,1.01113
2105,1.64425
2106,1.93463
2107,2.02975
2108,1.71038
2109,1.78038
2110,1.73213
2111,1.87013
2112,1.10988
2113,1.90525
2114,1.87763
2115,1.97350
2116,1.76713
2117,1.72150
2118,1.81563
2119,1.79388
2120,1.10438
2121,1.75438
2122,1.86688
2123,1.65025
2124,1.69163
2125,1.87700
2126,1.59588
2127,1.70600
2128,1.71225
2129,1.83263
2130,1.72863
2131,1.75788
2132,1.62813
2133,1.79325
2134,1.72063
2135,1.69125
2136,1.66025
2137,1.80875
2138,1.68550
2139,1.64563
2140,1.79225
2141,1.49525
2142,1.74138
2143,1.63925
2144,1.65200
2145,1.73875
2146,1.50800
2147,1.70250
2148,1.66325
2149,1.69088
2150,1.62225
2151,1.63963
2152,1.68813
2153,1.66800
2154,1.63150
2155,1.64325
2156,1.69575
2157,1.66325
2158,1.61738
2159,1.64638
2160,1.69963
2161,1.67075
2162,1.61763
2163,1.64650
2164,1.68663
2165,1.66888
2166,1.64375
2167,1.63738
2168,1.68513
2169,1.63625
2170,1.64063
2171,1.69975
2172,1.69400
2173,1.62025
2174,1.65013
2175,1.69863
2176,1.67088
2177,1.62163
2178,1.65738
2179,1.69888
2180,1.67675
2181,1.34600
2182,1.70038
2183,1.69075
2184,1.51125
2185,1.58513
2186,1.90725
2187,1.09325
2188,1.67313
2189,1.81575
2190,2.00075
2191,1.65500
2192,1.82313
2193,1.96688
2194,1.71125
2195,1.54363
2196,1.73513
2197,1.78925
2198,1.49300
2199,1.61713
2200,1.75163
2201,1.15863
2202,1.59650
2203,1.80438
2204,1.06813
2205,1.72013
2206,1.82688
2207,1.43575
2208,1.67563
2209,1.74675
2210,1.42488
2211,1.77350
2212,1.67200
2213,1.54363
2214,1.70600
2215,1.72813
2216,1.57688
2217,1.70263
2218,1.74275
2219,1.69550
2220,1.65250
2221,1.67700
2222,1.70513
2223,1.63038
2224,1.66388
2225,1.72275
2226,1.70088
2227,1.58638
2228,1.65125
2229,1.72775
2230,1.64863
2231,1.62363
2232,1.64775
2233,1.71663
2234,1.67900
2235,1.61763
2236,1.64675
2237,1.70900
2238,1.67138
2239,1.62350
2240,1.65263
2241,1.72363
2242,1.64863
2243,1.63513
2244,1.65488
2245,1.69763
2246,1.67163
2247,1.65988
2248,1.65325
2249,1.69363
2250,1.66563
2251,1.64913
2252,1.67863
2253,1.66363
2254,1.62938
2255,1.65938
2256,1.69950
2257,1.66838
2258,1.68313
2259,1.66800
2260,1.64125
2261,1.66263
2262,1.69000
2263,1.66988
2264,1.63463
2265,1.65750
2266,1.70463
2267,1.67325
2268,1.63138
2269,1.67363
2270,1.56738
2271,1.64138
2272,1.76938
2273,1.66713
2274,1.64113
2275,1.65350
2276,1.69088
2277,1.66025
2278,1.64063
2279,1.67713
2280,1.68938
2281,1.62125
2282,1.66413
2283,1.70375
2284,1.68213
2285,1.62088
2286,1.65538
2287,1.70338
2288,1.67238
2289,1.63938
2290,1.65963
2291,1.69138
2292,1.67288
2293,1.63300
2294,1.66413
2295,1.73775
2296,1.67875
2297,1.58138
2298,1.66775
2299,1.73750
2300,1.67325
2301,1.59913
2302,1.69513
2303,1.67413
2304,1.66238
2305,1.68863
2306,1.66100
2307,1.64588
2308,1.67413
2309,1.67825
2310,1.65338
2311,1.65325
2312,1.68000
2313,1.65775
2314,1.66350
2315,1.69975
2316,1.64813
2317,1.64025
2318,1.67375
2319,1.68950
2320,1.63825
2321,1.64200
2322,1.71075
2323,1.68363
2324,1.61500
2325,1.66200
2326,1.70588
2327,1.68088
2328,1.61000
2329,1.65975
2330,1.69325
2331,1.67013
2332,1.63700
2333,1.64713
2334,1.66250
2335,1.69763
2336,1.68250
2337,1.63463
2338,1.65250
2339,1.70750
2340,1.68213
2341,1.63713
2342,1.65813
2343,1.68313
2344,1.67213
2345,1.64038
2346,1.66213
2347,1.69663
2348,1.66100
2349,1.63400
2350,1.68038
2351,1.69400
2352,1.66775
2353,1.61663
2354,1.67125
2355,1.69850
2356,1.67000
2357,1.64350
2358,1.64850
2359,1.67688
2360,1.66813
2361,1.64675
2362,1.68175
2363,1.68500
2364,1.64325
2365,1.65475
2366,1.67513
2367,1.67513
2368,1.63875
2369,1.64938
2370,1.68250
2371,1.67625
2372,1.63825
2373,1.64475
2374,1.68313
2375,1.67900
2376,1.63463
2377,1.66013
2378,1.68350
2379,1.66275
2380,1.64363
2381,1.65700
2382,1.68988
2383,1.66513
2384,1.64400
2385,1.66000
2386,1.67775
2387,1.67063
2388,1.63300
2389,1.68200
2390,1.67500
2391,1.62800
2392,1.65525
2393,1.68125
2394,1.66975
2395,1.62963
2396,1.66213
2397,1.69888
2398,1.65925
2399,1.63613
2400,1.65450
2401,1.69613
2402,1.66975
2403,1.62688
2404,1.67013
2405,1.68475
2406,1.65825
2407,1.63875
2408,1.67025
2409,1.68125
2410,1.65238
2411,1.64500
2412,1.66638
2413,1.68138
2414,1.64313
2415,1.64213
2416,1.69150
2417,1.68738
2418,1.62913
2419,1.67675
2420,1.68563
2421,1.67600
2422,1.63188
2423,1.64763
2424,1.70375
2425,1.66313
2426,1.62825
2427,1.65538
2428,1.70400
2429,1.68075
2430,1.62863
2431,1.67350
2432,1.68613
2433,1.65025
2434,1.66125
2435,1.68038
2436,1.69588
2437,1.62975
2438,1.65900
2439,1.68950
2440,1.66675
2441,1.63388
2442,1.66413
2443,1.70775
2444,1.69075
2445,1.63550
2446,1.67200
2447,1.67763
2448,1.65238
2449,1.65550
2450,1.65938
2451,1.65175
2452,1.67088
2453,1.65563
2454,1.68388
2455,1.64325
2456,1.67163
2457,1.67388
2458,1.68250
2459,1.66088
2460,1.65938
2461,1.66563
2462,1.66563
2463,1.63563
2464,1.66963
2465,1.68488
2466,1.66875
2467,1.67550
2468,1.64525
2469,1.66075
2470,1.66963
2471,1.64213
2472,1.65388
2473,1.61438
2474,1.70588
2475,1.68400
2476,1.64438
2477,1.69213
2478,1.68875
2479,1.68775
2480,1.61838
2481,1.65700
2482,1.69675
2483,1.61675
2484,1.64588
2485,1.68500
2486,1.68225
2487,1.63538
2488,1.63063
2489,1.68650
2490,1.66700
2491,1.62850
2492,1.66663
2493,1.67788
2494,1.66688
2495,1.64038
2496,1.67500
2497,1.68563
2498,1.63513
2499,1.64438
2500,1.67488
2501,1.68863
2502,1.64550
2503,1.64663
2504,1.67275
2505,1.68038
2506,1.65650
2507,1.63550
2508,1.69288
2509,1.68463
2510,1.64725
2511,1.63988
2512,1.68000
2513,1.68388
2514,1.63600
2515,1.66088
2516,1.67988
2517,1.66938
2518,1.64388
2519,1.66050
2520,1.69525
2521,1.65188
2522,1.65000
2523,1.67438
2524,1.68038
2525,1.66650
2526,1.64063
2527,1.67313
2528,1.66313
2529,1.65988
2530,1.67125
2531,1.66175
2532,1.66838
2533,1.64975
2534,1.65175
2535,1.68813
2536,1.65988
2537,1.64313
2538,1.64538
2539,1.66938
2540,1.66213
2541,1.64650
2542,1.66775
2543,1.66750
2544,1.64550
2545,1.64813
2546,1.65388
2547,1.67725
2548,1.65738
2549,1.65438
2550,1.67200
2551,1.67225
2552,1.66200
2553,1.64363
2554,1.64075
2555,1.68600
2556,1.68075
2557,1.64800
2558,1.66725
2559,1.63300
2560,1.69238
2561,1.68338
2562,1.64475
2563,1.67913
2564,1.61275
2565,1.69225
2566,1.67125
2567,1.64913
2568,1.66950
2569,1.65088
2570,1.68038
2571,1.65538
2572,1.63275
2573,1.67700
2574,1.65013
2575,1.66175
2576,1.63950
2577,1.66388
2578,1.64825
2579,1.65725
2580,1.65975
2581,1.66938
2582,1.65338
2583,1.65000
2584,1.66000
2585,1.65713
2586,1.65275
2587,1.66150
2588,1.66563
2589,1.63638
2590,1.64550
2591,1.69613
2592,1.65638
2593,1.66313
2594,1.65050
2595,1.63950
2596,1.66900
2597,1.65725
2598,1.65625
2599,1.63538
2600,1.66088
2601,1.67025
2602,1.64450
2603,1.64763
2604,1.65500
2605,1.67063
2606,1.65738
2607,1.63775
2608,1.65975
2609,1.65613
2610,1.65088
2611,1.67550
2612,1.64888
2613,1.65475
2614,1.65000
2615,1.66888
2616,1.65575
2617,1.64713
2618,1.68150
2619,1.65700
2620,1.63313
2621,1.65713
2622,1.65638
2623,1.66000
2624,1.63700
2625,1.64513
2626,1.65950
2627,1.65875
2628,1.65713
2629,1.64150
2630,1.66800
2631,1.65388
2632,1.63213
2633,1.67213
2634,1.67388
2635,1.64813
2636,1.63838
2637,1.66175
2638,1.67450
2639,1.63663
2640,1.64763
2641,1.67375
2642,1.65800
2643,1.62125
2644,1.64375
2645,1.70950
2646,1.65150
2647,1.60313
2648,1.64438
2649,1.70875
2650,1.66200
2651,1.61288
2652,1.65400
2653,1.69100
2654,1.65763
2655,1.62938
2656,1.64825
2657,1.68763
2658,1.65875
2659,1.62463
2660,1.68475
2661,1.67725
2662,1.64225
2663,1.62175
2664,1.68163
2665,1.68000
2666,1.62850
2667,1.64513
2668,1.69325
2669,1.66113
2670,1.61000
2671,1.65013
2672,1.70675
2673,1.65625
2674,1.61025
2675,1.63775
2676,1.69550
2677,1.67200
2678,1.60600
2679,1.64413
2680,1.69838
2681,1.65338
2682,1.61900
2683,1.63563
2684,1.68063
2685,1.65738
2686,1.63800
2687,1.64600
2688,1.67150
2689,1.67313
2690,1.64938
2691,1.64075
2692,1.64438
2693,1.67238
2694,1.66163
2695,1.63538
2696,1.65575
2697,1.66638
2698,1.66463
2699,1.62475
2700,1.63300
2701,1.68425
2702,1.67438
2703,1.62050
2704,1.66088
2705,1.66963
2706,1.65813
2707,1.61750
2708,1.64825
2709,1.68288
2710,1.64850
2711,1.63675
2712,1.64700
2713,1.68100
2714,1.66438
2715,1.61938
2716,1.66888
2717,1.67400
2718,1.64725
2719,1.62488
2720,1.64525
2721,1.66550
2722,1.66100
2723,1.63775
2724,1.66713
2725,1.65288
2726,1.66225
2727,1.63775
2728,1.68825
2729,1.65713
2730,1.63250
2731,1.65250
2732,1.66950
2733,1.66000
2734,1.63150
2735,1.64463
2736,1.67438
2737,1.64738
2738,1.63550
2739,1.65150
2740,1.67425
2741,1.66350
2742,1.63738
2743,1.66588
2744,1.65763
2745,1.63813
2746,1.65688
2747,1.67063
2748,1.66525
2749,1.61875
2750,1.65738
2751,1.68600
2752,1.65313
2753,1.64213
2754,1.64250
2755,1.68513
2756,1.65913
2757,1.62513
2758,1.65875
2759,1.68088
2760,1.65363
2761,1.61813
2762,1.65900
2763,1.66550
2764,1.65250
2765,1.64400
2766,1.65163
2767,1.66663
2768,1.64950
2769,1.64550
2770,1.68025
2771,1.66113
2772,1.62725
2773,1.65288
2774,1.67888
2775,1.66263
2776,1.61925
2777,1.66150
2778,1.69813
2779,1.65325
2780,1.63200
2781,1.63750
2782,1.67688
2783,1.66025
2784,1.62925
2785,1.66863
2786,1.68288
2787,1.63538
2788,1.64438
2789,1.65438
2790,1.67600
2791,1.64800
2792,1.66788
2793,1.65850
2794,1.65288
2795,1.64500
2796,1.65575
2797,1.66250
2798,1.64313
2799,1.64550
2800,1.66150
2801,1.64875
2802,1.66988
2803,1.65700
2804,1.67000
2805,1.66050
2806,1.65200
2807,1.68438
2808,1.66238
2809,1.64588
2810,1.66000
2811,1.66538
2812,1.66200
2813,1.64588
2814,1.65238
2815,1.66525
2816,1.64863
2817,1.65413
2818,1.66863
2819,1.66238
2820,1.63988
2821,1.66025
2822,1.67475
2823,1.64450
2824,1.65250
2825,1.65600
2826,1.68738
2827,1.65188
2828,1.63188
2829,1.66225
2830,1.71063
2831,1.67163
2832,1.58700
2833,1.64975
2834,1.72013
2835,1.65888
2836,1.61813
2837,1.64525
2838,1.68050
2839,1.66813
2840,1.63138
2841,1.68513
2842,1.66650
2843,1.62400
2844,1.63325
2845,1.69088
2846,1.65875
2847,1.61338
2848,1.64725
2849,1.69425
2850,1.65888
2851,1.61388
2852,1.64138
2853,1.69563
2854,1.65038
2855,1.61438
2856,1.65550
2857,1.70750
2858,1.64788
2859,1.58463
2860,1.64488
2861,1.70588
2862,1.65813
2863,1.63700
2864,1.65288
2865,1.67475
2866,1.65738
2867,1.64113
2868,1.65750
2869,1.66350
2870,1.59950
2871,1.64513
2872,1.71663
2873,1.67438
2874,1.58988
2875,1.65063
2876,1.71700
2877,1.65050
2878,1.59913
2879,1.65400
2880,1.70313
2881,1.65213
2882,1.59925
2883,1.65288
2884,1.69963
2885,1.65925
2886,1.60113
2887,1.65913
2888,1.70313
2889,1.65550
2890,1.59775
2891,1.63725
2892,1.67825
2893,1.66763
2894,1.63975
2895,1.71213
2896,1.66575
2897,1.59800
2898,1.63000
2899,1.70875
2900,1.65388
2901,1.58725
2902,1.65238
2903,1.71100
2904,1.65463
2905,1.60988
2906,1.64425
2907,1.70400
2908,1.66038
2909,1.60350
2910,1.65188
2911,1.70463
2912,1.65625
2913,1.59988
2914,1.64763
2915,1.69125
2916,1.64550
2917,1.64700
2918,1.65350
2919,1.67638
2920,1.60613
2921,1.64650
2922,1.70375
2923,1.67000
2924,1.59888
2925,1.65450
2926,1.72025
2927,1.65738
2928,1.58913
2929,1.65663
2930,1.71625
2931,1.64638
2932,1.59200
2933,1.65875
2934,1.71488
2935,1.65900
2936,1.60200
2937,1.65763
2938,1.70325
2939,1.65088
2940,1.63325
2941,1.65463
2942,1.68750
2943,1.65900
2944,1.62213
2945,1.72275
2946,1.67938
2947,1.59563
2948,1.62913
2949,1.71625
2950,1.66175
2951,1.59963
2952,1.64213
2953,1.72038
2954,1.65563
2955,1.57325
2956,1.65350
2957,1.72300
2958,1.66025
2959,1.57650
2960,1.62538
2961,1.73938
2962,1.65850
2963,1.61663
2964,1.64763
2965,1.67363
2966,1.59888
2967,1.64913
2968,1.70800
2969,1.64838
2970,1.57925
2971,1.65113
2972,1.72125
2973,1.65163
2974,1.59700
2975,1.65888
2976,1.66863
2977,1.64238
2978,1.63850
2979,1.73475
2980,1.66100
2981,1.57363
2982,1.64863
2983,1.72275
2984,1.66250
2985,1.52825
2986,1.66800
2987,1.68413
2988,1.64838
2989,1.61750
2990,1.70663
2991,1.70625
2992,1.60625
2993,1.61138
2994,1.71638
2995,1.65363
2996,1.61400
2997,1.64400
2998,1.70125
2999,1.66225
3000,1.63088
3001,1.64150
3002,1.66625
3003,1.65163
3004,1.64038
3005,1.66313
3006,1.65913
3007,1.60525
3008,1.64725
3009,1.70788
3010,1.67450
3011,1.59400
3012,1.64738
3013,1.72825
3014,1.64988
3015,1.59488
3016,1.64125
3017,1.70763
3018,1.63563
3019,1.63250
3020,1.72113
3021,1.56988
3022,1.54863
3023,1.68938
3024,1.38200
3025,1.87063
3026,1.73750
3027,1.65013
3028,1.77238
3029,1.66863
3030,1.81675
3031,1.67663
3032,1.29525
3033,1.69488
3034,1.74450
3035,1.76413
3036,1.68450
3037,1.57038
3038,1.69638
3039,1.88325
3040,1.10375
3041,1.69500
3042,1.82638
3043,1.80025
3044,1.72038
3045,1.47538
3046,1.75263
3047,1.86688
3048,1.19138
3049,1.50100
3050,1.75825
3051,1.34413
3052,1.63950
3053,1.68150
3054,1.14388
3055,1.71075
3056,1.77438
3057,1.80275
3058,1.75150
3059,1.76000
3060,1.74825
3061,1.69088
3062,1.80975
3063,1.58550
3064,1.65625
3065,1.65338
3066,1.69800
3067,1.66125
3068,1.55113
3069,1.64888
3070,1.69475
3071,1.67313
3072,1.61025
3073,1.63138
3074,1.69488
3075,1.64900
3076,1.59113
3077,1.65188
3078,1.71625
3079,1.65875
3080,1.60875
3081,1.65575
3082,1.69000
3083,1.65688
3084,1.60888
3085,1.69188
3086,1.68163
3087,1.61263
3088,1.60300
3089,1.69375
3090,1.65863
3091,1.60925
3092,1.63388
3093,1.70600
3094,1.66938
3095,1.60050
3096,1.64400
3097,1.70150
3098,1.66338
3099,1.58938
3100,1.63538
3101,1.74375
3102,1.51875
3103,1.66050
3104,1.61750
3105,1.63538
3106,1.65163
3107,1.73375
3108,1.36125
3109,1.84300
3110,1.83900
3111,1.82825
3112,1.83200
3113,1.83175
3114,1.67238
3115,1.71825
3116,1.46500
3117,1.73813
3118,1.73163
3119,0.84238
3120,2.08950
3121,1.86225
3122,0.92275
3123,1.66213
3124,1.62725
3125,1.77413
3126,1.73088
3127,1.51975
3128,1.83700
3129,1.77825
3130,1.21375
3131,1.83575
3132,1.90200
3133,1.19150
3134,1.70588
3135,1.74588
3136,1.31975
3137,1.66550
3138,1.72363
3139,1.71363
3140,1.67750
3141,1.74675
3142,1.65588
3143,1.71075
3144,1.68750
3145,1.51063
3146,1.68450
3147,1.74263
3148,1.70175
3149,1.39788
3150,1.68500
3151,1.73025
3152,1.66788
3153,1.58575
3154,1.63688
3155,1.72550
3156,1.66538
3157,1.57188
3158,1.64200
3159,1.71400
3160,1.66763
3161,1.60775
3162,1.64113
3163,1.68513
3164,1.65313
3165,1.61463
3166,1.63813
3167,1.68975
3168,1.63550
3169,1.62913
3170,1.68413
3171,1.66288
3172,1.59513
3173,1.61288
3174,1.71188
3175,1.66363
3176,1.58263
3177,1.64250
3178,1.72100
3179,1.66150
3180,1.58713
3181,1.63988
3182,1.72313
3183,1.65750
3184,1.57700
3185,1.63600
3186,1.71938
3187,1.65750
3188,1.58525
3189,1.64200
3190,1.72325
3191,1.65450
3192,1.60638
3193,1.65050
3194,1.69200
3195,1.65763
3196,1.61100
3197,1.71325
3198,1.69200
3199,1.59950
3200,1.62325
3201,1.70338
3202,1.66150
3203,1.59688
3204,1.64375
3205,1.71050
3206,1.67000
3207,1.59325
3208,1.65075
3209,1.70100
3210,1.65313
3211,1.60138
3212,1.64750
3213,1.70825
3214,1.65800
3215,1.59750
3216,1.64963
3217,1.66263
3218,1.67163
3219,1.64163
3220,1.55250
3221,1.71088
3222,1.72100
3223,1.58938
3224,1.78063
3225,1.55825
3226,1.61650
3227,1.68025
3228,1.61700
3229,2.00500
3230,1.75850
3231,1.48075
3232,1.71350
3233,1.78250
3234,1.05825
3235,1.65300
3236,1.72313
3237,1.69875
3238,1.59925
3239,1.38088
3240,1.83800
3241,1.74975
3242,1.30163
3243,1.87300
3244,1.80463
3245,1.12450
3246,1.70363
3247,1.77050
3248,1.97438
3249,1.66413
3250,1.71875
3251,1.82688
3252,1.71450
3253,1.56875
3254,1.75788
3255,1.70500
3256,1.56613
3257,1.67363
3258,1.65900
3259,1.84113
3260,1.71225
3261,1.65638
3262,1.74775
3263,1.78713
3264,1.72675
3265,1.58988
3266,1.59325
3267,1.77525
3268,1.64788
3269,1.62763
3270,1.61900
3271,1.67900
3272,1.66400
3273,1.62238
3274,1.64963
3275,1.66400
3276,1.64888
3277,1.64150
3278,1.69350
3279,1.68975
3280,1.59475
3281,1.62250
3282,1.70963
3283,1.66363
3284,1.61450
3285,1.62463
3286,1.70763
3287,1.67525
3288,1.59825
3289,1.61288
3290,1.70838
3291,1.67050
3292,1.59150
3293,1.63575
3294,1.70688
3295,1.67038
3296,1.58738
3297,1.64588
3298,1.67538
3299,1.66725
3300,1.63125
3301,1.63838
3302,1.69363
3303,1.60338
3304,1.61475
3305,1.70950
3306,1.66863
3307,1.61038
3308,1.63013
3309,1.32963
3310,1.72325
3311,1.79375
3312,1.66563
3313,1.78975
3314,1.46800
3315,1.94725
3316,1.86113
3317,1.96213
3318,1.68088
3319,1.63875
3320,1.72663
3321,1.82838
3322,0.89575
3323,1.90225
3324,1.88800
3325,1.71988
3326,1.82438
3327,1.36813
3328,1.71125
3329,1.74600
3330,0.85975
3331,1.86438
3332,1.85525
3333,1.85238
3334,1.73588
3335,1.53550
3336,1.82000
3337,1.64925
3338,1.11650
3339,1.54563
3340,1.79600
3341,1.63975
3342,1.60788
3343,1.63438
3344,1.69663
3345,1.63875
3346,1.65100
3347,1.65675
3348,1.69788
3349,1.60663
3350,1.63438
3351,1.70725
3352,1.67813
3353,1.61025
3354,1.65188
3355,1.68238
3356,1.65038
3357,1.59800
3358,1.62975
3359,1.69863
3360,1.66975
3361,1.33725
3362,1.49788
3363,1.94238
3364,1.86900
3365,1.50563
3366,1.69738
3367,1.87388
3368,1.79725
3369,1.06288
3370,1.42675
3371,1.94388
3372,1.70013
3373,1.74113
3374,1.66550
3375,1.68113
3376,1.79713
3377,1.21100
3378,1.52650
3379,1.84300
3380,1.59350
3381,1.62138
3382,1.88875
3383,1.69750
3384,1.63425
3385,1.70575
3386,1.87475
3387,1.68425
3388,1.62038
3389,1.70050
3390,1.71938
3391,1.80225
3392,1.72888
3393,1.65750
3394,1.68338
3395,1.69175
3396,1.47400
3397,1.74975
3398,1.70363
3399,1.57888
3400,1.62063
3401,1.72788
3402,1.65938
3403,1.56950
3404,1.64763
3405,1.72388
3406,1.65600
3407,1.56525
3408,1.65675
3409,1.75225
3410,1.66600
3411,1.57838
3412,1.63388
3413,1.73938
3414,1.64013
3415,1.59688
3416,1.63450
3417,1.70313
3418,1.65425
3419,1.60713
3420,1.63063
3421,1.68313
3422,1.57438
3423,1.62063
3424,1.74488
3425,1.68275
3426,1.55975
3427,1.62475
3428,1.75338
3429,1.66475
3430,1.55813
3431,1.64138
3432,1.74850
3433,1.65650
3434,1.56013
3435,1.64013
3436,1.74388
3437,1.65213
3438,1.57738
3439,1.65225
3440,1.63475
3441,1.65625
3442,1.66850
3443,1.64263
3444,1.62700
3445,1.65925
3446,1.68750
3447,1.64000
3448,1.62300
3449,1.66725
3450,1.68050
3451,1.64250
3452,1.60588
3453,1.65713
3454,1.66775
3455,1.63838
3456,1.68388
3457,1.67238
3458,1.66400
3459,1.62613
3460,1.64463
3461,1.67525
3462,1.66238
3463,1.62575
3464,1.63638
3465,1.67425
3466,1.66438
3467,1.63000
3468,1.65888
3469,1.66650
3470,1.66475
3471,1.65075
3472,1.67575
3473,1.65200
3474,1.63038
3475,1.67388
3476,1.63638
3477,1.66625
3478,1.65088
3479,1.66763
3480,1.65200
3481,1.62450
3482,1.64263
3483,1.63575
3484,1.64188
3485,1.64100
3486,1.64238
3487,1.64813
3488,1.67063
3489,1.65663
3490,1.63288
3491,1.60713
3492,1.66650
3493,1.68025
3494,1.66413
3495,1.65350
3496,1.65775
3497,1.66200
3498,1.63925
3499,1.64300
3500,1.64900
3501,1.65138
3502,1.64488
3503,1.65663
3504,1.64375
3505,1.65525
3506,1.73475
3507,0.49638
3508,1.92475
3509,1.94488
3510,1.90925
3511,1.81138
3512,1.75900
3513,1.56663
3514,1.79263
3515,1.69338
3516,1.66188
3517,1.65175
3518,1.37875
3519,1.54038
3520,1.56025
3521,1.59250
3522,1.60025
3523,1.61800
3524,1.63125
3525,1.69963
3526,1.66938
3527,1.68125
3528,1.61988
3529,1.63825
3530,1.68513
3531,1.65463
3532,1.67275
3533,1.65563
3534,1.65338
3535,1.65388
3536,1.65000
3537,1.64450
3538,1.65475
3539,1.62825
3540,1.62288
3541,1.65475
3542,1.64538
3543,1.65775
3544,1.61675
3545,1.65275
3546,1.62438
3547,1.64450
3548,1.60613
3549,1.64425
3550,1.65250
3551,1.69325
3552,1.65100
3553,1.64150
3554,1.65113
3555,1.62975
3556,1.65063
3557,1.62325
3558,1.68488
3559,1.67488
3560,1.64763
3561,1.69650
3562,1.66525
3563,1.62938
3564,1.66288
3565,1.65475
3566,1.65325
3567,1.65425
3568,1.65963
3569,1.64600
3570,1.65650
3571,1.65325
3572,1.65288
3573,1.65200
3574,1.64950
3575,1.64363
3576,1.66225
3577,1.65075
3578,1.65063
3579,1.64325
3580,1.64925
3581,1.66163
3582,1.64900
3583,1.64800
3584,1.65163
3585,1.64925
3586,1.65450
3587,1.65775
3588,1.64613
3589,1.64838
3590,1.64713
3591,1.65338
3592,1.65250
3593,1.64750
3594,1.65225
3595,1.65163
3596,1.65588
3597,1.65150
3598,1.65263
3599,1.65000
3600,1.64988
3601,1.65225
3602,1.65088
3603,1.64813
3604,1.65300
3605,1.64738
3606,1.65563
3607,1.65163
3608,1.64938
3609,1.64863
3610,1.65313
3611,1.65800
3612,1.64800
3613,1.64488
3614,1.64725
3615,1.65225
3616,1.65038
3617,1.65400
3618,1.64500
3619,1.64700
3620,1.64488
